disease,biomarker_disease_iris,role,cfde_disease,factor
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Activated T cells interferon signaling
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Allograft rejection and antigen binding
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Allograft rejection and IL-12 signaling
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Allograft rejection and immune signaling
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,Autoantibodies and B cell increase
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,B cell activation and antibodies
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,B cell and autoantibody amplification
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,B cell inhibition and signaling
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,B cell mediated adaptive immunity
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,B Cell Receptor Signaling Up
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,B cell-driven autoimmune risk
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,"BCR signaling, reduced B cells"
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,EBV-transformed lymphocytes coexpression IRF genes
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,EBV-transformed lymphocytes interferon signaling
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Elevated B cells and plasma
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,ER luminal membrane HLA proteins
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,Expansion of immune cell numbers
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,GPCR coexpression with FAM26F
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,GPCR coexpression with P2RY10
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,IgG subtypes with inflammation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Increased transitional B cell number
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Increased transitional B cells
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Interferon signaling in T cells
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Interferon signaling with miRNA roles
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Interferon signaling with OAS genes
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,Leishmania-related T cell changes
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,MAP3K14 and B cell differentiation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,MAP3K14 and P2RY10 coexpression
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,MHC class II antigen presentation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,miRNA and TLR signaling
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,P2RY10 coexpression across tissues
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,P2RY10 coexpression in immune cells
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,"Plasma cell expansion, tolerance disruption"
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,SLE autoantibodies and nephritis
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,SLE risk with autoimmunity markers
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,SLE with B cell activation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,SLE with memory T cells
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,Systemic lupus and complement genes
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,Systemic lupus and transplant genes
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,T cell and antibody dysregulation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,Thyroid disease and IFN signaling
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,TLR signaling and IFN induction
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,systemic lupus erythematosus,TLR signaling and NF-kB activation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus,Vascular inflammation with Tregs
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),Antigen presentation HLA class II
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),B cell activation and MHCII
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),B cell markers and CXCR4
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),B cell markers and MAP3K14
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),B cell receptor activation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),B cell response to vaccine
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),CD40 signaling and Notch targets
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),Cytokine signaling via JAK-STAT
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),EBV-transformed B cell markers
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),Fetal myeloid and macrophage markers
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),Germinal B cell proliferation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),GPCRs and adhesion in adipose
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),Lymphoid and T cell markers
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),MAP3K14 and P2RY10 coexpression
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),MHC class I and B2M
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),NK and T cell activation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),P2RY10 coexpression across tissues
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),STK17A and MAP3K14 coexpression
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),Systemic lupus erythematosus markers
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),T cell costimulation and CTLA4
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),T cell differentiation abnormalities
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),T cell differentiation and activation
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),TCR and BCR signaling
systemic lupus erythematosus,http://purl.obolibrary.org/obo/MONDO_0007915,risk,Systemic lupus erythematosus (SLE),Thyroid-adipose B cell markers
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,diagnostic,Systemic mastocytosis,Abnormal granulocyte and megakaryocyte development
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,diagnostic,Systemic mastocytosis,Abnormal myeloid and erythroid progenitors
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,diagnostic,Systemic mastocytosis,Myelodysplastic syndrome with hematopoietic expansion
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,diagnostic,Systemic mastocytosis,Myeloid hyperplasia with extramedullary hematopoiesis
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,prognostic,Systemic mastocytosis,Abnormal granulocyte and megakaryocyte development
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,prognostic,Systemic mastocytosis,Abnormal myeloid and erythroid progenitors
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,prognostic,Systemic mastocytosis,Myelodysplastic syndrome with hematopoietic expansion
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,prognostic,Systemic mastocytosis,Myeloid hyperplasia with extramedullary hematopoiesis
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,risk,Systemic mastocytosis,Abnormal granulocyte and megakaryocyte development
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,risk,Systemic mastocytosis,Abnormal myeloid and erythroid progenitors
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,risk,Systemic mastocytosis,Myelodysplastic syndrome with hematopoietic expansion
systemic mastocytosis,http://purl.obolibrary.org/obo/MONDO_0016586,risk,Systemic mastocytosis,Myeloid hyperplasia with extramedullary hematopoiesis
systemic sclerosis,http://purl.obolibrary.org/obo/MONDO_0005100,risk,systemic scleroderma,IL-12 Signaling in T Cells
systemic sclerosis,http://purl.obolibrary.org/obo/MONDO_0005100,risk,systemic scleroderma,Regulation of Adaptive Immunity
systemic sclerosis,http://purl.obolibrary.org/obo/MONDO_0005100,risk,Systemic sclerosis,T Cell Signaling
Takayasu arteritis,http://purl.obolibrary.org/obo/MONDO_0017991,risk,Takayasu arteritis,Antigen processing and HLA genes
Takayasu arteritis,http://purl.obolibrary.org/obo/MONDO_0017991,risk,Takayasu arteritis,Immune regulation and MHC II
Takayasu arteritis,http://purl.obolibrary.org/obo/MONDO_0017991,risk,Takayasu arteritis,Negative regulation of immune response
Takayasu arteritis,http://purl.obolibrary.org/obo/MONDO_0017991,risk,Takayasu arteritis,T cell activation and cytokines
testicular germ cell tumor,http://purl.obolibrary.org/obo/MONDO_0010108,risk,Germ cell tumor of testis,Decreased Ear Pigmentation
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Atrial and ventricular development genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,"AV cushion, RV morphogenesis, Notch"
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,AV valve and RV morphogenesis
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Cardiac development and septum morphogenesis
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Conotruncal and RV development genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Outflow defects and lethal genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Pharyngeal arch and truncus genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Pharyngeal arches and cardiac genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,RV morphogenesis and CHD genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Septation and laterality cardiac genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Septation and trabeculae development genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Tetralogy and septum morphogenesis genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Valvular and outflow tract genes
tetralogy of fallot,http://purl.obolibrary.org/obo/MONDO_0008542,risk,Tetralogy of Fallot,Vascular development and heart septum
thyroid cancer,http://purl.obolibrary.org/obo/MONDO_0002108,diagnostic,Thyroid cancer,ADGRF5 GPCR coexpression genes
thyroid cancer,http://purl.obolibrary.org/obo/MONDO_0002108,diagnostic,Thyroid cancer,Mammary epithelium development and cancer
thyroid cancer,http://purl.obolibrary.org/obo/MONDO_0002108,prognostic,Thyroid cancer,ADGRF5 GPCR coexpression genes
thyroid cancer,http://purl.obolibrary.org/obo/MONDO_0002108,prognostic,Thyroid cancer,Mammary epithelium development and cancer
thyroid cancer,http://purl.obolibrary.org/obo/MONDO_0002108,risk,Thyroid cancer,ADGRF5 GPCR coexpression genes
thyroid cancer,http://purl.obolibrary.org/obo/MONDO_0002108,risk,Thyroid cancer,Mammary epithelium development and cancer
thyroid gland carcinoma,http://purl.obolibrary.org/obo/MONDO_0015075,risk,Rare thyroid carcinoma,Common Cancers and Cell Cycle
thyroid gland carcinoma,http://purl.obolibrary.org/obo/MONDO_0015075,risk,Rare thyroid carcinoma,Prostate Ovarian Pancreatic Cancer Traits
thyroid gland carcinoma,http://purl.obolibrary.org/obo/MONDO_0015075,risk,Rare thyroid carcinoma,RAS ERK Signaling Across Cancers
thyroid gland carcinoma,http://purl.obolibrary.org/obo/MONDO_0015075,risk,Rare thyroid carcinoma,RAS-ERK and Developmental Genes
thyroid gland carcinoma,http://purl.obolibrary.org/obo/MONDO_0015075,risk,Rare thyroid carcinoma,Receptor Tyrosine Kinase Signaling Inhibitors
thyroid gland carcinoma,http://purl.obolibrary.org/obo/MONDO_0015075,risk,Rare thyroid carcinoma,Thyroid Cancer MAPK Genes
thyroid gland carcinoma,http://purl.obolibrary.org/obo/MONDO_0015075,risk,Rare thyroid carcinoma,Thyroid Cancer Oncogenic Pathways
thyroid gland carcinoma,http://purl.obolibrary.org/obo/MONDO_0015075,risk,Rare thyroid carcinoma,Thyroid Endometrial Cancers and MAPK
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Chondrocyte differentiation and polydactyly
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Craniofacial and middle ear defects
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Craniofacial and tooth anomalies
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Craniofacial and tooth development defects
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Hair and eyelid development defects
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Limb and jaw cartilage defects
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Molar and craniofacial synostosis
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Molar and incisor anomalies
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Molar development and tooth anomalies
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Somite formation and limb defects
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Tooth and facial limb anomalies
tooth agenesis,http://purl.obolibrary.org/obo/MONDO_0005486,risk,Oligodontia,Wnt signaling and oral development
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Abnormal leukopoiesis and immune morphology
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),B cell activation and differentiation
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),B cell differentiation and IgM
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),CD4/CD8 T cells abnormalities
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Coronary artery signaling genes
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),CTLA4 pathway and Tregs
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),CTLA4 pathway with regulatory markers
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Decreased memory T cell numbers
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Fetal lymphoid cells
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),GPR171 coexpression with T cells
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Hyperglycemia and diabetes features
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),IL-2 signaling and activation
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),IL-4 and leptin signaling
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Increased antibodies and plasma cells
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Increased B-1b cell number
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Increased granulocytes and leukemia risk
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Inflammatory pathways and cytokines
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Myeloid cell differentiation regulation
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Negative regulation of T cells
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),NK/NKT and CD8 T cells
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Peyers patches and lymphoid abnormalities
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),T cell differentiation and apoptosis
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),T helper differentiation and signaling
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),TCR signaling and activation modulators
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Thyroid-related T cell genes
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),Tissue-specific gene upregulation
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes (T1D),TNF signaling and granulocytes
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,Abnormal immune cells and differentiation
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,Abnormal T-cell activation and counts
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,Abnormal T-cell and immune morphologies
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,Autoimmune response and T-cell abnormalities
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,Decreased cytotoxicity and immune responses
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,Increased activated T cells
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,Lymphoid hyperplasia and B/T changes
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,NK/NKT and T-cell development
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,T cell numbers and differentiation
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,Thymic T-cell differentiation regulation
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,type 1 diabetes mellitus,Thymic T-cell selection
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ketoacidosis,Brain and pituitary development defects
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ketoacidosis,Cerebellar development abnormalities
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ketoacidosis,Digestive tract and gland development
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ketoacidosis,Fetal lethality genes and CHD
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ketoacidosis,Kidney development and morphogenesis
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ketoacidosis,Neuroactive ligand receptor signaling
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with neurological manifestations,Cardiac and muscle morphogenesis
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with neurological manifestations,Cardiac neural crest migration
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with neurological manifestations,Craniofacial and cardiac malformations
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with neurological manifestations,Craniofacial bone abnormalities
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with neurological manifestations,Digestive and skeletal development genes
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with neurological manifestations,Embryo lethality and growth genes
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with neurological manifestations,Heart development and EMT signaling
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with neurological manifestations,Kidney development and morphogenesis
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with neurological manifestations,Planar polarity and organ morphogenesis
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ophthalmic manifestations,Abnormal bone marrow and adhesion
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ophthalmic manifestations,Adipose regulatory alterations
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ophthalmic manifestations,Cerebellar development gene set
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ophthalmic manifestations,Developmental signaling in multiple tissues
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ophthalmic manifestations,Fibroblast gene regulation profile
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ophthalmic manifestations,Glucocorticoid-downregulated targets
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ophthalmic manifestations,Metabolic regulation gene set
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with ophthalmic manifestations,White adipose consensus markers
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with renal manifestations,Bone formation and BMP signaling
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with renal manifestations,Cochlear development and deafness
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with renal manifestations,Heart morphogenesis and outflow tract
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with renal manifestations,Kidney development and nephron formation
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with renal manifestations,Lung development and morphogenesis
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,diagnostic,Type 1 diabetes with renal manifestations,Wnt signaling and development
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,risk,Type 1 diabetes (T1D),Abnormal leukopoiesis and immune morphology
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,risk,Type 1 diabetes (T1D),B cell activation and differentiation
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,risk,Type 1 diabetes (T1D),B cell differentiation and IgM
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,risk,Type 1 diabetes (T1D),CD4/CD8 T cells abnormalities
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,risk,Type 1 diabetes (T1D),Coronary artery signaling genes
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,risk,Type 1 diabetes (T1D),CTLA4 pathway and Tregs
type 1 diabetes mellitus,http://purl.obolibrary.org/obo/MONDO_0005147,risk,Type 1 diabetes (T1D),CTLA4 pathway with regulatory markers
